#{"t_start": 1709111915.0203152, "env_id": "None"}
r,l,t
-0.451689,3,10.04578
-0.555308,11,10.068774
-0.378598,3,10.074774
-0.655242,4,10.083774
-0.453006,5,10.093774
-0.376773,2,10.098774
-0.38126,2,10.102806
-0.35,1,10.104775
-0.445682,2,10.109774
-0.489327,5,10.120774
-0.36388,3,10.127774
-0.398516,2,10.133775
-0.35,1,10.135774
-0.640481,7,10.151775
-0.35,1,10.153775
-0.648752,5,10.164775
-0.408706,4,10.172775
-0.403011,2,10.176775
-0.47911,5,10.187775
-0.35,1,10.189775
-0.552161,3,10.196775
-0.430776,3,10.202775
-0.460442,4,10.210776
-0.448616,3,10.216775
-0.469796,5,10.227775
-0.501537,5,10.238775
-0.481368,5,10.248775
-0.47587,3,10.254776
-0.35,1,10.257775
-0.570492,8,10.273776
-0.494076,7,10.287776
-0.35,1,10.289776
-0.539872,5,10.300776
-0.365946,3,10.306776
-0.392212,2,10.310776
-0.432353,2,10.314776
-0.35,1,10.317776
-0.35,1,10.319776
-0.375184,2,10.323776
-0.35,1,10.335776
-0.623275,7,10.343776
-0.362184,2,10.346776
-0.389115,2,10.348801
-0.35,1,10.350776
-0.35,1,10.351776
-0.481248,4,10.356776
-0.413748,2,10.359776
-0.449767,2,10.363804
-0.35,1,10.364776
-0.569772,6,10.372776
-0.355073,2,10.375776
-0.664025,5,10.382776
-0.45226,9,10.394783
-0.35,1,10.396776
-0.35,1,10.397776
-0.35,1,10.398776
-0.35,1,10.399776
-0.35,1,10.400776
-0.427468,4,10.405787
-0.712894,8,10.451777
-0.704315,4,10.459777
-0.369148,2,10.464777
-0.35,1,10.466777
-0.35,1,10.468777
-0.611037,5,10.478777
-0.424216,2,10.482777
-0.493217,4,10.490777
-0.363064,3,10.497778
-0.621011,7,10.512777
-0.379539,2,10.516777
-0.35,1,10.518777
-0.37684,2,10.522777
-0.35,1,10.524778
-0.570901,3,10.530778
-0.614293,8,10.547777
-0.483567,5,10.557778
-0.35,1,10.560778
-0.371022,3,10.566785
-0.35,1,10.568778
-0.390014,3,10.574778
-0.40786,5,10.584778
-0.35,1,10.586778
-0.75431,7,10.601778
-0.409336,3,10.607778
-0.448305,3,10.614778
-0.446129,7,10.629778
-0.442729,2,10.633778
-0.428248,2,10.637778
-0.704005,11,10.661796
-0.35,1,10.664778
-0.507696,5,10.676779
-0.35,1,10.678778
-0.395244,2,10.682779
-0.35,1,10.684778
-0.413691,4,10.693791
-0.442544,2,10.699779
-0.51871,5,10.710778
-0.517062,5,10.723791
-0.73644,6,10.740783
-0.475727,3,10.747791
-0.35,1,10.749785
-0.385619,2,10.752785
-0.391808,2,10.756798
-0.441158,3,10.761779
-0.959268,7,10.773785
-0.48821,4,10.779784
-0.659981,7,10.793789
-0.502801,4,10.802847
-0.398176,2,10.806848
-0.590056,3,10.812828
-0.353761,2,10.815854
-0.371981,4,10.822844
-0.577029,9,10.840855
-0.357215,2,10.84384
-0.700132,5,10.85185
-0.368825,3,10.856848
-0.409776,4,10.863875
-0.357389,2,10.866857
-0.35,1,10.867852
-0.395728,2,10.871867
-0.579199,5,10.879854
-0.45448,3,10.884868
-0.35,1,10.886848
-0.356186,2,10.889852
-0.42873,2,10.892847
-0.446802,4,10.899785
-0.35,1,10.901844
-0.377613,2,10.905851
-0.380054,3,10.910858
-0.35,1,10.912785
-0.470256,5,10.920841
-0.756009,6,10.931847
-0.35,1,10.933843
-0.41498,3,10.938873
-0.35,1,10.93985
-0.35,1,10.941844
-0.442552,2,10.945785
-0.35,1,10.947856
-0.593444,7,10.958853
-0.503336,6,10.968858
-0.566913,5,10.977849
-0.35,1,10.979784
-0.442083,6,10.988843
-0.384162,2,10.991843
-0.407063,2,10.995826
-0.453908,3,11.000831
-0.35,1,11.001847
-0.399748,2,11.004847
-0.35,1,11.006844
