#{"t_start": 1709071840.7191947, "env_id": "None"}
r,l,t
-10087.811,7,6.541937
-10021.093,2,6.544939
-10067.362,5,6.554942
-10000.0,1,6.555937
-10030.643,3,6.561937
-10058.267,6,6.573937
-10051.505,4,6.580931
-10000.0,1,6.582942
-10104.566,9,6.59994
-10037.317,3,6.604939
-10047.384,3,6.610937
-10000.0,1,6.611937
-10023.601,2,6.616937
-10065.427,5,6.62494
-10000.0,1,6.626936
-10088.517,7,6.640936
-10132.313,8,6.655937
-10000.0,1,6.657937
-10021.372,2,6.660937
-10000.0,1,6.662939
-10000.0,1,6.665932
-10000.0,1,6.667931
-10000.0,1,6.66993
-10020.6455,2,6.67393
-10000.0,1,6.674929
-10046.615,5,6.682931
-10023.731,2,6.68693
-10127.538,7,6.696929
-10020.032,2,6.699929
-10040.144,3,6.704929
-10040.258,3,6.708929
-10000.0,1,6.71093
-10019.98,2,6.71393
-10020.256,3,6.71893
-10000.0,1,6.719929
-10045.205,4,6.725929
-10010.824,4,6.73193
-10057.474,5,6.739929
-10044.976,5,6.748931
-10000.0,1,6.74993
-10069.848,5,6.75793
-10017.436,4,6.76495
-10000.0,1,6.76793
-10011.168,2,6.772001
-10000.0,1,6.773988
-10000.0,1,6.776
-10019.645,2,6.778929
-10066.128,6,6.791004
-10000.0,1,6.792933
-10000.0,1,6.793932
-10018.766,2,6.798985
-10000.0,1,6.800943
-10000.0,1,6.802937
-10098.611,6,6.814936
-10083.901,9,6.832958
-10020.068,2,6.836937
-10000.0,1,6.837937
-10037.762,3,6.843937
-10126.184,10,6.862943
-10000.0,1,6.86594
-10057.208,5,6.874939
-10073.957,5,6.884939
-10050.815,4,6.89294
-10036.097,3,6.89893
-10014.558,2,6.90294
-10031.727,3,6.907937
-10017.573,2,6.911937
-10016.92,2,6.915938
-10029.985,3,6.920937
-10017.551,2,6.924939
-10036.597,3,6.929937
-10095.821,6,6.941937
-10046.101,4,6.949937
-10000.0,1,6.95193
-10009.373,2,6.955937
-10000.0,1,6.957937
-10065.554,5,6.966938
-10020.914,2,6.970937
-10082.824,6,6.98193
-10017.061,2,6.985938
-10032.905,3,6.990937
-10000.0,1,6.991937
-10000.0,1,6.993937
-10016.631,2,6.996937
-10021.861,3,7.002941
-10000.0,1,7.003937
-10013.534,2,7.006937
-10057.867,6,7.01693
-10015.559,2,7.019937
-10014.88,2,7.022939
-10038.907,4,7.028937
-10000.0,1,7.031931
-10026.526,2,7.034939
-10052.729,5,7.041937
-10061.787,5,7.050938
-10046.849,3,7.054939
-10015.399,2,7.057937
-10020.438,2,7.060937
-10017.847,2,7.064941
-10083.77,6,7.073937
-10016.552,2,7.076937
-10023.549,2,7.079937
-10053.311,7,7.091937
-10000.0,1,7.093937
-10016.113,2,7.096936
-10044.2295,4,7.103937
-10062.928,4,7.109941
-10006.742,3,7.115939
-10000.0,1,7.116937
-10026.314,2,7.119937
-10023.854,2,7.122939
-10075.614,9,7.136936
-10051.877,5,7.144938
-10022.329,3,7.149937
-10000.0,1,7.151937
-10050.462,4,7.157937
-10022.266,2,7.160937
-10085.258,12,7.179937
-10062.222,5,7.18794
-10043.002,3,7.19294
-10020.723,2,7.195937
-10000.0,1,7.197941
-10032.983,3,7.203939
-10000.0,1,7.20494
-10091.948,7,7.21593
-10058.287,4,7.221937
-10000.0,1,7.223937
-10000.0,1,7.224938
-10026.115,3,7.229937
-10071.622,6,7.239937
-10015.911,2,7.242939
-10019.486,2,7.245937
-10049.239,3,7.251937
-10000.0,1,7.252942
-10000.0,1,7.254939
-10024.307,2,7.257937
-10000.0,1,7.258937
-10000.0,1,7.260937
-10059.448,4,7.267937
-10000.0,1,7.269937
-10000.0,1,7.270936
-10000.0,1,7.272939
-10000.0,1,7.273937
-10000.0,1,7.275937
-10000.0,1,7.276937
-10029.138,3,7.282931
-10021.94,2,7.285929
-10000.0,1,7.286929
-10067.58,7,7.298936
-10042.8955,3,7.303932
-10079.758,6,7.312938
-10000.0,1,7.314932
-10047.456,4,7.320937
-10000.0,1,7.32294
-10000.0,1,7.323937
-10083.718,5,7.332931
-10017.686,2,7.335932
-10055.141,6,7.344932
-10000.0,1,7.346932
-10043.714,3,7.351931
-10000.0,1,7.353931
