#{"t_start": 1709064728.0692904, "env_id": "None"}
r,l,t
53.231686,128,113.556835
66.65911,128,114.055835
76.99648,128,114.22684
64.857056,128,114.393842
69.08042,128,114.560835
80.061424,128,114.735834
68.16025,128,114.916837
54.672993,128,115.083836
62.119133,128,115.246836
29.376286,128,115.419837
71.706696,128,115.591837
50.454437,128,115.762838
63.049335,128,116.308834
57.91849,128,116.837835
59.39711,117,117.351834
63.949184,128,117.949834
80.429504,128,118.471834
19.269596,54,118.691834
66.32487,128,119.232836
-0.4482757,2,119.237835
95.88358,128,119.774354
78.05488,128,120.311347
96.43563,128,120.866347
16.182028,40,121.042347
65.63089,128,121.391357
47.783325,128,121.565361
58.377453,128,121.739348
52.46341,128,121.917346
105.64355,128,122.109347
46.05611,128,122.287361
53.910503,128,122.461348
34.531796,128,122.631347
66.11618,128,122.803347
77.64851,128,122.973347
95.686775,128,123.483351
38.466175,90,123.863347
81.64858,128,124.383351
12.438697,45,124.574347
27.565176,65,124.847347
70.41719,118,125.334349
69.88371,128,125.86235
67.436676,128,126.388347
7.939803,29,126.504346
39.80226,128,127.034348
8.893327,22,127.124346
67.28383,128,127.778347
85.68227,128,128.358349
-0.06298387,5,128.381369
57.920517,128,128.595347
42.96206,128,128.766352
56.882816,128,128.94135
86.684906,128,129.117351
67.186066,128,129.287349
61.266598,128,129.463356
73.58554,128,129.636346
59.713352,128,129.809346
72.89356,128,129.991352
21.47679,128,130.201349
76.39749,128,130.796348
69.99366,128,131.384351
87.28189,128,132.029347
84.94929,128,132.557353
53.333252,128,133.07188
47.97618,128,133.600877
98.514175,128,134.151876
48.929356,128,134.722875
81.603714,128,135.252876
55.822033,128,135.791875
51.384274,128,136.009887
48.78512,128,136.205892
61.571194,128,136.39288
75.66299,128,136.568879
65.36757,128,136.753876
56.67687,128,136.920881
66.51064,128,137.089879
49.814457,128,137.28388
46.627934,128,137.465883
36.36279,128,137.629878
113.0953,128,138.102874
45.62372,128,138.601875
55.53111,128,139.142968
62.858757,128,139.678964
52.475155,128,140.259953
58.83147,128,140.794953
63.823574,128,141.285954
105.59056,128,141.816956
35.314144,128,142.302
69.60379,128,142.785003
72.40324,128,142.987002
92.92782,128,143.161003
97.33716,128,143.330001
73.45993,128,143.489001
68.97229,128,143.649999
51.225548,128,143.815
66.757805,128,143.982
41.534367,128,144.150999
68.98337,128,144.314999
48.93505,128,144.480999
10.444078,26,144.602033
