#{"t_start": 1709025750.377998, "env_id": "None"}
r,l,t
-90537.86586,10,14.414014
-5072.536799,10,14.428011
-5254.307097,10,14.441015
-3294.510531,10,15.701004
-34584.556843,10,15.714014
-100000.0,10,15.727004
-4276.475983,10,15.739012
-4351.888928,10,15.752011
-4405.626382,10,15.764011
-5828.216482,10,15.777019
-60293.126151,10,15.789011
-5133.47571,10,15.802011
-1798.077959,10,15.815011
-3979.880428,10,15.828018
-2333.526139,10,15.841012
-5516.88469,10,15.853011
-2174.189082,10,15.866011
-2985.561614,10,15.879011
-1521.407989,10,15.892004
-2131.380869,10,15.905004
-3218.03288,10,15.917011
-13987.560804,10,15.931007
-685.902239,10,15.943007
-2319.290972,10,15.956007
-2002.18552,10,15.969007
-2656.63862,10,15.981006
-3294.771485,10,15.994007
-4698.926757,10,16.007007
-2256.298218,10,16.019006
-4183.31627,10,16.032007
-3202.943781,10,16.045006
-16646.033661,10,16.057006
-71589.86015,10,16.070008
-1944.951626,10,16.082007
-52689.62422,10,16.095006
-3363.656466,10,16.107006
-21710.116642,10,16.120007
-2224.91439,10,16.133006
-100000.0,10,16.145006
-3082.202374,10,16.158006
-100000.0,10,16.170007
-3655.181637,10,16.183007
-1146.880872,10,16.196006
-2994.979966,10,16.208006
-23959.648842,10,16.221006
-62307.82199,10,16.234006
-822.639646,10,16.247005
-3175.509804,10,16.260006
-6712.641978,10,16.273005
-2340.693716,10,16.285006
-3254.083521,10,16.298006
-1933.139064,10,16.311006
-1881.699875,10,16.323005
-61643.02987,10,16.336005
-2967.528766,10,16.357068
-100000.0,10,16.37001
-719.270422,10,16.38201
-4211.48458,10,16.39501
-24324.375338,10,16.40701
-3577.633438,10,16.42001
-90211.268716,10,16.43201
-80892.64322,10,16.44401
-15166.587243,10,16.457009
-33634.718569,10,16.469009
-2890.323165,10,16.48201
-100000.0,10,16.49401
-51475.58339,10,16.506012
-2744.766057,10,16.520014
-51850.801146,10,16.532011
-5285.032201,10,16.546011
-5392.873313,10,16.560014
-100000.0,10,16.573011
-1698.958364,10,16.586009
-2921.187065,10,16.59901
-3973.104475,10,16.611002
-1545.48964,10,16.624009
-2321.479336,10,16.63701
-2687.555137,10,16.649009
-61301.823524,10,16.662011
-384.011104,10,16.674009
-90476.592696,10,16.686009
-1003.815103,10,16.699009
-1302.467689,10,16.711011
-2532.198806,10,16.724002
-2857.303132,10,16.736009
-20641.764352,10,16.749009
-3305.078393,10,16.761009
-2429.818134,10,16.773009
-3289.729389,10,16.786009
-3434.650846,10,16.798009
-5277.318084,10,16.811009
-1910.964278,10,16.82302
-52721.48211,10,16.836009
-5504.846324,10,16.849009
-1556.132138,10,16.86201
-922.602565,10,16.874009
-2487.315193,10,16.886009
-2797.317104,10,16.899009
-4471.186837,10,16.911009
-1227.020219,10,16.924009
-62079.623436,10,16.936008
-62428.230315,10,16.949008
-5071.761483,10,16.961009
-1657.293185,10,16.974009
-42198.467586,10,16.986011
-3640.36458,10,17.007008
-3239.573355,10,17.02001
-2785.239123,10,17.033008
-53327.598772,10,17.045009
-90090.543122,10,17.058008
-5764.677564,10,42831.275477
-3397.316769,10,42831.334477
-1718.679469,10,42831.391473
-80541.381751,10,42831.441477
-70330.582332,10,42831.463477
-5938.251461,10,42831.48847
-3383.645818,10,42831.50848
-62090.745359,10,42831.530471
-2178.89187,10,42831.552472
-3922.185277,10,42831.57147
-858.137405,10,42831.58947
-2443.796231,10,42831.60947
